MicroMag 2900/3900 Data File (Series 0016.002)
Direct moment vs. field; First-order reversal curves
Generated by Lake Shore 8600 series VSM software version 1.3

INSTRUMENT
Configuration			VSM
0.031, 2.33164052369989E-6
0.034, 2.55569988668062E-6
0.0369999999999999, 2.77344497867888E-6
0.04, 2.98923824692182E-6
0.043, 3.20224454753417E-6
0.046, 3.41334284467155E-6
0.049, 3.61820568603633E-6
0.052, 3.82152868927338E-6
0.055, 4.02045703722268E-6
0.058, 4.21823216135468E-6
0.061, 4.41330423963871E-6
0.064, 4.60385518031794E-6
0.0669999999999999, 4.7895777082432E-6
0.0699999999999999, 4.97477600898374E-6
0.0729999999999999, 5.15765951779905E-6
0.076, 5.33374544808115E-6
0.079, 5.51332910946829E-6
0.082, 5.6839259983762E-6
0.085, 5.8544789164233E-6
0.088, 6.02228429602482E-6
0.091, 6.18408052007427E-6
0.094, 6.34378807859021E-6
0.097, 6.50137090234028E-6
0.1, 6.65581990863154E-6
0.103, 6.80923909871301E-6
0.106, 6.95867016541869E-6
0.109, 7.10269310670057E-6
0.112, 7.24376041806493E-6
0.115, 7.38308902738616E-6
0.118, 7.51848318728968E-6
0.121, 7.65224670663829E-6
0.124, 7.78217909869128E-6
0.127, 7.91066955817086E-6
0.13, 8.03268048130894E-6
0.133, 8.15172777322559E-6
0.136, 8.27020354266592E-6
0.139, 8.38386313982602E-6
0.142, 8.49737681141248E-6
0.145, 8.60699008702553E-6
0.148, 8.71166890507732E-6
0.151, 8.81468006714564E-6
0.154, 8.911723643041E-6
0.157, 9.01183407034701E-6
0.16, 9.10394325719385E-6
0.163, 9.19627390452654E-6
0.166, 9.28062317267059E-6
0.169, 9.36661820588422E-6
0.172, 9.44775185412368E-6
0.175, 9.53038731418905E-6
0.178, 9.60838291194759E-6
0.181, 9.68223173117533E-6
0.184, 9.7534119932255E-6
0.187, 9.82458730681959E-6
0.19, 9.89067055697171E-6
0.193, 9.95754331357668E-6
0.196, 1.0018760631346E-5
0.199, 1.00816982310626E-5
0.202, 1.01400422525269E-5
0.205, 1.01961845484734E-5
0.208, 1.02505238394897E-5
0.211, 1.03033443024863E-5
0.214, 1.03542124266756E-5
0.217, 1.0404949686463E-5
0.22, 1.04515226498466E-5
0.223, 1.0500034363869E-5
0.226, 1.05425690095994E-5
0.229, 1.05885144488696E-5
0.232, 1.0626344063722E-5
0.235, 1.06717362970977E-5
0.238, 1.07081046662347E-5
0.241, 1.07449200412513E-5
0.244, 1.07833184682121E-5
0.247, 1.08181852001206E-5
0.25, 1.08528463758336E-5
0.253, 1.0884877164069E-5

0.439344763124579, 1.20305036762283E-5

-0.176, -9.44351270499116E-6
-0.173, -9.36777450673465E-6
-0.17, -9.29060842020689E-6
-0.167, -9.21194535680138E-6
-0.164, -9.12773173750221E-6
-0.161, -9.0442638739947E-6
-0.158, -8.95141750854723E-6
-0.155, -8.86029836627765E-6
-0.152, -8.76777573337426E-6
-0.149, -8.66953841268676E-6
-0.146, -8.57142158537854E-6
-0.143, -8.46819187597692E-6
-0.14, -8.36359631727157E-6
-0.137, -8.25161139026888E-6
-0.134, -8.1391926669657E-6
-0.131, -8.02465335907923E-6
-0.128, -7.90974748106693E-6
-0.125, -7.79170804952027E-6
-0.122, -7.66649464225105E-6
-0.119, -7.53692726338614E-6
-0.116, -7.40928366287666E-6
-0.113, -7.27698701097258E-6
-0.11, -7.14082713131012E-6
-0.107, -7.00375262044752E-6
-0.104, -6.86120399893233E-6
-0.101, -6.71896712579247E-6
-0.098, -6.57099131276313E-6
-0.095, -6.41940707326233E-6
-0.092, -6.26743584082999E-6
-0.089, -6.11046029169423E-6
-0.0860000000000001, -5.951165519184E-6
-0.0830000000000001, -5.79055500711669E-6
-0.0800000000000001, -5.62222961642626E-6
-0.0770000000000001, -5.45657489833617E-6
-0.0740000000000001, -5.28574075192766E-6
-0.0710000000000001, -5.11251363792285E-6
-0.0680000000000001, -4.93978101079068E-6
-0.0650000000000001, -4.75918915463714E-6
-0.0620000000000001, -4.57877548112852E-6
-0.0590000000000001, -4.3921706596854E-6
-0.0560000000000001, -4.20746576502413E-6
-0.053, -4.02228603234913E-6
-0.0500000000000001, -3.8264056810341E-6
-0.047, -3.63410023647577E-6
-0.044, -3.43614938943621E-6
-0.041, -3.23549437485188E-6
-0.038, -3.03288534606921E-6
-0.035, -2.83061880398101E-6
-0.032, -2.62408218868021E-6
-0.029, -2.41202501089294E-6
-0.026, -2.20039144681448E-6
-0.023, -1.9805874260399E-6
-0.02, -1.76217936167978E-6
-0.017, -1.53780041828453E-6
-0.014, -1.30977300253679E-6
-0.011, -1.08052646733652E-6
-0.00800000000000001, -8.41312864062906E-7
-0.005, -5.99948214145541E-7
-0.002, -3.55429092775241E-7
0.000999999999999945, -1.02288188573191E-7
0.00399999999999995, 1.51256259414859E-7
0.00699999999999995, 4.08410538672767E-7
0.00999999999999995, 6.63082744690836E-7
0.013, 9.12444644079924E-7
0.016, 1.15815033883756E-6
0.019, 1.39843601319463E-6
0.022, 1.63639876499218E-6
0.025, 1.87343554387902E-6
0.028, 2.10217667610922E-6
0.031, 2.33140701957721E-6
0.0339999999999999, 2.55222733953746E-6
0.0369999999999999, 2.77079781086582E-6
0.04, 2.98930282544685E-6
0.043, 3.20047833787781E-6
0.046, 3.40853142491548E-6
0.049, 3.61632613609097E-6
0.052, 3.82192934901585E-6
0.055, 4.01974377703566E-6
0.058, 4.21683388929678E-6
0.061, 4.41097426292471E-6
0.0639999999999999, 4.60073463765032E-6
0.0669999999999999, 4.78792583911746E-6
0.0699999999999999, 4.97381338185843E-6
0.0729999999999999, 5.15524362567418E-6
0.076, 5.3327914311029E-6
0.079, 5.50706259795569E-6
0.082, 5.67934060893658E-6
0.085, 5.84920718994722E-6
0.088, 6.01843919168221E-6
0.091, 6.18302020700081E-6
0.094, 6.34391129799738E-6
0.097, 6.49756299402672E-6
0.1, 6.65358469612465E-6
0.103, 6.80493194309652E-6
0.106, 6.95426449125015E-6
0.109, 7.09878511020637E-6
0.112, 7.24382913120711E-6
0.115, 7.38133794902716E-6
0.118, 7.51562869468839E-6
0.121, 7.65075454801248E-6
0.124, 7.78307932337709E-6
0.127, 7.90550085636925E-6
0.13, 8.03289276167065E-6
0.133, 8.15212897536724E-6
0.136, 8.26917322713041E-6
0.139, 8.380794208067E-6
0.142, 8.49407154116633E-6
0.145, 8.60560625430785E-6
0.148, 8.7111519500261E-6
0.151, 8.81255545247465E-6
0.154, 8.91271482798918E-6
0.157, 9.00773742826263E-6
0.16, 9.10268824687085E-6
0.163, 9.19160486477711E-6
0.166, 9.28021102161273E-6
0.169, 9.36729360605316E-6
0.172, 9.4451966617241E-6
0.175, 9.52629138872382E-6
0.178, 9.60604649450686E-6
0.181, 9.67819584719274E-6
0.184, 9.75010277591152E-6
0.187, 9.82346058470867E-6
0.19, 9.88947543532632E-6
0.193, 9.95463262726545E-6
0.196, 1.0015856092759E-5
0.199, 1.00785155207905E-5
0.202, 1.01404356489604E-5
0.205, 1.01946410660135E-5
0.208, 1.02498580172725E-5
0.211, 1.03032282969615E-5
0.214, 1.03541350621038E-5
0.217, 1.04018166510651E-5
0.22, 1.04531440160785E-5
0.223, 1.04957063059012E-5
0.226, 1.05426882639022E-5
0.229, 1.05852474811588E-5
0.232, 1.06233581257312E-5
0.235, 1.06675761853989E-5
0.238, 1.07057057882244E-5
0.241, 1.07437620686685E-5
0.244, 1.07805984949431E-5
0.247, 1.08156776921362E-5
0.25, 1.08500934059655E-5
0.253, 1.08823003764671E-5
0.256, 1.09175409268313E-5

0.439340099654624, 1.20300587691693E-5

-0.179, -9.50341125556401E-6
-0.176, -9.44491710769084E-6
-0.173, -9.37920894904073E-6
-0.17, -9.30136943763878E-6
-0.167, -9.22022875283179E-6
-0.164, -9.13909834535242E-6
-0.161, -9.04949052951788E-6
-0.158, -8.96113252225413E-6
-0.155, -8.86801031251828E-6
-0.152, -8.77117032717995E-6
-0.149, -8.67753236104274E-6
-0.146, -8.57430921634673E-6
-0.143, -8.47286447451909E-6
-0.14, -8.36536376934355E-6
-0.137, -8.25540832415654E-6
-0.134, -8.1420944279988E-6
-0.131, -8.02884501709693E-6
-0.128, -7.91509579868473E-6
-0.125, -7.79354195140485E-6
-0.122, -7.66647746297039E-6
-0.119, -7.54118038783025E-6
-0.116, -7.41187684301261E-6
-0.113, -7.27933034015121E-6
-0.11, -7.14264251536081E-6
-0.107, -7.00498842300483E-6
-0.104, -6.86372273874543E-6
-0.101, -6.71867293386296E-6
-0.098, -6.5717160444795E-6
-0.095, -6.42024059749496E-6
-0.092, -6.267935024677E-6
-0.0890000000000001, -6.11207694291157E-6
-0.0860000000000001, -5.95303674512877E-6
-0.0830000000000001, -5.78887318495548E-6
-0.0800000000000001, -5.62621621710885E-6
-0.0770000000000001, -5.45866961521664E-6
-0.0740000000000001, -5.28904177071107E-6
-0.0710000000000001, -5.11646448251522E-6
-0.0680000000000001, -4.93931076053467E-6
-0.0650000000000001, -4.76092643336199E-6
-0.0620000000000001, -4.57759700413593E-6
-0.0590000000000001, -4.39038121492336E-6
-0.0560000000000001, -4.20924761654879E-6
-0.053, -4.020000115028E-6
-0.0500000000000001, -3.8280456183086E-6
-0.047, -3.63615032121926E-6
-0.044, -3.43830177570201E-6
-0.041, -3.23755129981781E-6
-0.038, -3.037264063729E-6
-0.035, -2.833338252615E-6
-0.032, -2.62412921586107E-6
-0.029, -2.41221037017482E-6
-0.026, -2.20052503482968E-6
-0.023, -1.98297192641484E-6
-0.02, -1.76319861116533E-6
-0.017, -1.53798248420256E-6
-0.014, -1.31058060738121E-6
-0.011, -1.07969128388677E-6
-0.00800000000000001, -8.42504096643552E-7
-0.005, -6.01876953454214E-7
-0.00200000000000006, -3.52869111236922E-7
0.000999999999999945, -1.03879250364372E-7
0.00399999999999995, 1.53250520615464E-7
0.00699999999999995, 4.07992015615175E-7
0.00999999999999995, 6.59861851507723E-7
0.013, 9.1022499640558E-7
0.016, 1.15493511787655E-6
0.019, 1.39836418343944E-6
0.022, 1.63515164124006E-6
0.025, 1.87017516850351E-6
0.028, 2.10157463005119E-6
0.0309999999999999, 2.32356559918242E-6
0.0339999999999999, 2.55214729278611E-6
0.0369999999999999, 2.77204594392941E-6
0.04, 2.98729496959845E-6
0.043, 3.19878452291058E-6
0.046, 3.41095410550451E-6
0.049, 3.61592641081632E-6
0.052, 3.81986745397351E-6
0.055, 4.01739447433066E-6
0.058, 4.2147212490095E-6
0.0609999999999999, 4.40663602541302E-6
0.0639999999999999, 4.59784690009281E-6
0.0669999999999999, 4.78549286238139E-6
0.0699999999999999, 4.97067590380294E-6
0.0729999999999999, 5.15254666405683E-6
0.076, 5.33257322656291E-6
0.079, 5.50918510382215E-6
0.082, 5.67802586995976E-6
0.085, 5.8493924002692E-6
0.088, 6.0204172876223E-6
0.091, 6.17998191496634E-6
0.094, 6.34317914623167E-6
0.097, 6.49794201198515E-6
0.1, 6.65203067655252E-6
0.103, 6.80281913094511E-6
0.106, 6.95351599532286E-6
0.109, 7.09838453869747E-6
0.112, 7.23947554673187E-6
0.115, 7.38230750400579E-6
0.118, 7.51691529294785E-6
0.121, 7.64711265860535E-6
0.124, 7.77818222315956E-6
0.127, 7.90628439393746E-6
0.13, 8.0307229407218E-6
0.133, 8.14891712096988E-6
0.136, 8.26833541045043E-6
0.139, 8.38171072599695E-6
0.142, 8.49655523444869E-6
0.145, 8.60286607138505E-6
0.148, 8.71173422180637E-6
0.151, 8.81147451517019E-6
0.154, 8.90885850716877E-6
0.157, 9.00662033009004E-6
0.16, 9.1010553490562E-6
0.163, 9.19207231214662E-6
0.166, 9.2812944019767E-6
0.169, 9.36461893597365E-6
0.172, 9.44775182457534E-6
0.175, 9.52923869601011E-6
0.178, 9.60671813816452E-6
0.181, 9.6805033149669E-6
0.184, 9.7530244391504E-6
0.187, 9.81994304780368E-6
0.19, 9.8884126328845E-6
0.193, 9.9546838260719E-6
0.196, 1.00162372059336E-5
0.199, 1.00779821241232E-5
0.202, 1.01381279234613E-5
0.205, 1.01940384745382E-5
0.208, 1.02512239968663E-5
0.211, 1.03039615474821E-5
0.214, 1.03517172884289E-5
0.217, 1.04026355972592E-5
0.22, 1.04520997724136E-5
0.223, 1.0498442074314E-5
0.226, 1.05417436564011E-5
0.229, 1.05833280545947E-5
0.232, 1.0626163691947E-5
0.235, 1.06681324988476E-5
0.238, 1.07079632458315E-5
0.241, 1.0745676714152E-5
0.244, 1.07812829330799E-5
0.247, 1.08148013657032E-5
0.25, 1.08487457028875E-5
0.253, 1.08852915057025E-5
0.256, 1.09163426769332E-5
0.259, 1.09503526000532E-5

0.439343785263484, 1.20321872735956E-5

-0.182, -9.59613891062653E-6
-0.179, -9.52309262501881E-6
-0.176, -9.45469143930274E-6
-0.173, -9.37751420212048E-6
-0.17, -9.29866119582976E-6
-0.167, -9.2177832631133E-6
-0.164, -9.13336757431871E-6
-0.161, -9.0493055239007E-6
-0.158, -8.95822019335679E-6
-0.155, -8.86863220670131E-6
-0.152, -8.77399096390871E-6
-0.149, -8.67463633491655E-6
-0.146, -8.57689620599117E-6
-0.143, -8.47240303292816E-6
-0.14, -8.36370524594901E-6
-0.137, -8.25846952869289E-6
-0.134, -8.14740829850003E-6
-0.131, -8.0315904219572E-6
-0.128, -7.91273511689864E-6
-0.125, -7.79308222996103E-6
-0.122, -7.67074623667246E-6
-0.119, -7.54356244220362E-6
-0.116, -7.41227572755813E-6
-0.113, -7.28158003796789E-6
-0.11, -7.14532359629483E-6
-0.107, -7.00700892763258E-6
-0.104, -6.86398870899236E-6
-0.101, -6.72209699061077E-6
-0.098, -6.57166506896471E-6
-0.095, -6.42349244556832E-6
-0.0920000000000001, -6.27106887263376E-6
-0.0890000000000001, -6.11638104058347E-6
-0.0860000000000001, -5.9539825743064E-6
-0.0830000000000001, -5.79279891685656E-6
-0.0800000000000001, -5.62817059835909E-6
-0.0770000000000001, -5.46133009619889E-6
-0.0740000000000001, -5.29167824324673E-6
-0.0710000000000001, -5.11732907847619E-6
-0.0680000000000001, -4.94057562279567E-6
-0.0650000000000001, -4.7621995409316E-6
-0.0620000000000001, -4.57990944289634E-6
-0.0590000000000001, -4.39847548405632E-6
-0.0560000000000001, -4.2126380646907E-6
-0.053, -4.02102936183017E-6
-0.0500000000000001, -3.83203752215647E-6
-0.047, -3.63520378432043E-6
-0.044, -3.44150052261746E-6
-0.041, -3.23977072344881E-6
-0.038, -3.03922777470777E-6
-0.035, -2.8318269718177E-6
-0.032, -2.62477106892297E-6
-0.029, -2.41551305260251E-6
-0.026, -2.20223750242595E-6
-0.023, -1.98602127719253E-6
-0.02, -1.76658081204821E-6
-0.017, -1.54091320400385E-6
-0.014, -1.31277829480278E-6
-0.011, -1.07804831081418E-6
-0.00800000000000001, -8.44841015048817E-7
-0.00500000000000006, -6.02104021309042E-7
-0.00200000000000006, -3.56384249253259E-7
0.000999999999999945, -1.05516046986964E-7
0.00399999999999995, 1.50643698539657E-7
0.00699999999999995, 4.07105112242341E-7
0.00999999999999995, 6.59481544818959E-7
0.013, 9.08432424936356E-7
0.016, 1.1543920822619E-6
0.019, 1.39871063754871E-6
0.022, 1.63506828444381E-6
0.025, 1.87151760482988E-6
0.0279999999999999, 2.10215453010212E-6
0.0309999999999999, 2.32554905767856E-6
0.0339999999999999, 2.54878067763717E-6
0.0369999999999999, 2.76796215028628E-6
0.04, 2.98312487852152E-6
0.043, 3.19973279759142E-6
0.046, 3.40549736135181E-6
0.049, 3.61406772175014E-6
0.052, 3.81792929378751E-6
0.055, 4.01566986123254E-6
0.0579999999999999, 4.21401332729276E-6
0.0609999999999999, 4.40544476370939E-6
0.0639999999999999, 4.59645619523389E-6
0.0669999999999999, 4.78594146727429E-6
0.0699999999999999, 4.96910372196645E-6
0.0729999999999999, 5.15044600850725E-6
0.076, 5.3298499893062E-6
0.079, 5.50683100252143E-6
0.082, 5.67667424342447E-6
0.085, 5.84884119698174E-6
0.088, 6.0148791951075E-6
0.091, 6.17704259603752E-6
0.094, 6.34071800313745E-6
0.097, 6.49753048463779E-6
0.1, 6.65142584202073E-6
0.103, 6.80292255352748E-6
0.106, 6.95257212862531E-6
0.109, 7.09594914614398E-6
0.112, 7.23838465409015E-6
0.115, 7.37916033441929E-6
0.118, 7.51565107167106E-6
0.121, 7.64907299877633E-6
0.124, 7.77854728486789E-6
0.127, 7.90195506276667E-6
0.13, 8.0252092722858E-6
0.133, 8.14587961860978E-6
0.136, 8.26443280641042E-6
0.139, 8.38207909510325E-6
0.142, 8.49320976770271E-6
0.145, 8.60165475800252E-6
0.148, 8.70524846137422E-6
0.151, 8.80990645027861E-6
0.154, 8.90697537943546E-6
0.157, 9.00504702954413E-6
0.16, 9.10026475541462E-6
0.163, 9.19025216853078E-6
0.166, 9.27842955035323E-6
0.169, 9.36205844408448E-6
0.172, 9.4458785111381E-6
0.175, 9.52629601598975E-6
0.178, 9.60645887462598E-6
0.181, 9.67713595767121E-6
0.184, 9.75049991190585E-6
0.187, 9.81953009069171E-6
0.19, 9.88858694298739E-6
0.193, 9.95434222639225E-6
0.196, 1.00175483503039E-5
0.199, 1.00762403202224E-5
0.202, 1.01351250150872E-5
0.205, 1.01929030013199E-5
0.208, 1.02495752769637E-5
0.211, 1.0303984962425E-5
0.214, 1.03520455809938E-5
0.217, 1.0406152513265E-5
0.22, 1.04522131434142E-5
0.223, 1.04983728812659E-5
0.226, 1.05417592490302E-5
0.229, 1.05848644547952E-5
0.232, 1.0626565359116E-5
0.235, 1.0666502364233E-5
0.238, 1.07060377939297E-5
0.241, 1.07429365770711E-5
0.244, 1.0781208448866E-5
0.247, 1.08187021341826E-5
0.25, 1.08529838866578E-5
0.253, 1.08833200776165E-5
0.256, 1.09179974768195E-5
0.259, 1.09491905323464E-5
0.262, 1.09797457771827E-5

0.439346392598205, 1.20302837603435E-5

-0.185, -9.66811874657791E-6
-0.182, -9.60137742160834E-6
-0.179, -9.52992685085643E-6
-0.176, -9.45459063484416E-6
-0.173, -9.37961201739037E-6
-0.17, -9.30230587912237E-6
-0.167, -9.22110287252014E-6
-0.164, -9.13852331056154E-6
-0.161, -9.05325948424706E-6
-0.158, -8.96271088833122E-6
-0.155, -8.87104728641987E-6
-0.152, -8.77629165872483E-6
-0.149, -8.67952968352136E-6
-0.146, -8.58009277950613E-6
-0.143, -8.47650234517244E-6
-0.14, -8.37159175862869E-6
-0.137, -8.26149074214701E-6
-0.134, -8.1479411308362E-6
-0.131, -8.03476688641643E-6
-0.128, -7.91743516445645E-6
-0.125, -7.79607947704742E-6
-0.122, -7.67484341952406E-6
-0.119, -7.5426061885116E-6
-0.116, -7.41448415241909E-6
-0.113, -7.28408970568083E-6
-0.11, -7.14665778029878E-6
-0.107, -7.00874709941E-6
-0.104, -6.86942752953883E-6
-0.101, -6.72161249790284E-6
-0.098, -6.57543943324377E-6
-0.0950000000000001, -6.42535353352596E-6
-0.0920000000000001, -6.27307181853362E-6
-0.0890000000000001, -6.11712359399136E-6
-0.0860000000000001, -5.95752297812913E-6
-0.0830000000000001, -5.79478740219925E-6
-0.0800000000000001, -5.62960325111839E-6
-0.0770000000000001, -5.46007356621339E-6
-0.0740000000000001, -5.29235473435366E-6
-0.0710000000000001, -5.12033768938373E-6
-0.0680000000000001, -4.94096702813718E-6
-0.0650000000000001, -4.76067231126916E-6
-0.0620000000000001, -4.58168730176792E-6
-0.0590000000000001, -4.39871621017848E-6
-0.0560000000000001, -4.21095849430841E-6
-0.053, -4.02648727228107E-6
-0.0500000000000001, -3.83413940376137E-6
-0.047, -3.6378297875216E-6
-0.044, -3.43994525362338E-6
-0.041, -3.243065612312E-6
-0.038, -3.03881995405832E-6
-0.035, -2.83542316400343E-6
-0.032, -2.63015056313196E-6
-0.029, -2.41671318429305E-6
-0.026, -2.20263243595546E-6
-0.023, -1.98494580837635E-6
-0.02, -1.76709344827194E-6
-0.017, -1.54202270686118E-6
-0.014, -1.31478877012535E-6
-0.011, -1.07967395441643E-6
-0.00800000000000006, -8.45454768803449E-7
-0.00500000000000006, -6.02911415167273E-7
-0.00200000000000006, -3.5749767801404E-7
0.000999999999999945, -1.03326226592823E-7
0.00399999999999995, 1.4958284865084E-7
0.00699999999999995, 4.03593726598836E-7
0.00999999999999995, 6.57099827795826E-7
0.013, 9.08374946419332E-7
0.016, 1.15231802931515E-6
0.019, 1.39521864315983E-6
0.022, 1.63113636356932E-6
0.0249999999999999, 1.8673900901732E-6
0.0279999999999999, 2.0981791608687E-6
0.0309999999999999, 2.32583211110104E-6
0.0339999999999999, 2.54731570221735E-6
0.0369999999999999, 2.76814075988444E-6
0.04, 2.98601343314955E-6
0.043, 3.19552618942738E-6
0.046, 3.40584845305268E-6
0.049, 3.61137618190849E-6
0.052, 3.81639238752167E-6
0.0549999999999999, 4.01580657518853E-6
0.0579999999999999, 4.21057280906332E-6
0.0609999999999999, 4.40266738644621E-6
0.0639999999999999, 4.59546170774707E-6
0.0669999999999999, 4.78462579471037E-6
0.0699999999999999, 4.96649426384672E-6
0.0729999999999999, 5.149522326099E-6
0.076, 5.32931512711884E-6
0.079, 5.50336262363444E-6
0.082, 5.67832292083317E-6
0.085, 5.84521290886013E-6
0.088, 6.01363823462422E-6
0.091, 6.17611479981629E-6
0.094, 6.33607488606557E-6
0.097, 6.49257714206723E-6
0.1, 6.64968363703663E-6
0.103, 6.8023428656212E-6
0.106, 6.95009137994001E-6
0.109, 7.0944500023373E-6
0.112, 7.2368621725786E-6
0.115, 7.37693735959564E-6
0.118, 7.51466901620418E-6
0.121, 7.64473207087352E-6
0.124, 7.77698431384558E-6
0.127, 7.90137288632528E-6
0.13, 8.02472128220503E-6
0.133, 8.14612856946989E-6
0.136, 8.26387000728636E-6
0.139, 8.37736872304176E-6
0.142, 8.48995751940587E-6
0.145, 8.59932595451707E-6
0.148, 8.70397427585194E-6
0.151, 8.80796283230517E-6
0.154, 8.90664615841668E-6
0.157, 9.00242037498614E-6
0.16, 9.09891998853461E-6
0.163, 9.19040438979538E-6
0.166, 9.27886021206803E-6
0.169, 9.36025606084531E-6
0.172, 9.44659244462428E-6
0.175, 9.52469234237811E-6
0.178, 9.60327386062179E-6
0.181, 9.67882830111235E-6
0.184, 9.75345241142124E-6
0.187, 9.82068554176326E-6
0.19, 9.88872133301122E-6
0.193, 9.95306197486708E-6
0.196, 1.00155798494757E-5
0.199, 1.00792466308145E-5
0.202, 1.01362831132649E-5
0.205, 1.01932452933151E-5
0.208, 1.02452409137312E-5
0.211, 1.03029135314522E-5
0.214, 1.0354295623468E-5
0.217, 1.04036765781493E-5
0.22, 1.04506636741666E-5
0.223, 1.0498115258786E-5
